cds	UniProtKB.AC	Taxonomy	GOID	TERM
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122508_c0_g1_i2:3-3314(+)	A0A1U7YTY7	Viridiplantae	GO:0006265	DNA topological change
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122509_c6_g3_i2:2-1993(-)	A0A1C1D007	Fungi	GO:0120029	proton export across plasma membrane
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122517_c1_g1_i10:1-1917(+)	A0A2H3YWQ1	Viridiplantae	GO:0035194	posttranscriptional gene silencing by RNA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122517_c1_g1_i11:1-1899(+)	A2XCS4	Viridiplantae	GO:0035194	posttranscriptional gene silencing by RNA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122517_c1_g1_i11:1-1899(+)	A2XCS4	Viridiplantae	GO:0009616	virus induced gene silencing
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122517_c1_g1_i12:2-2092(+)	A0A2H3YWQ1	Viridiplantae	GO:0035194	posttranscriptional gene silencing by RNA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122517_c1_g1_i6:2-2092(+)	A2XCS4	Viridiplantae	GO:0035194	posttranscriptional gene silencing by RNA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122517_c1_g1_i6:2-2092(+)	A2XCS4	Viridiplantae	GO:0009616	virus induced gene silencing
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122517_c1_g1_i7:2-2092(+)	A0A2H3YWQ1	Viridiplantae	GO:0035194	posttranscriptional gene silencing by RNA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122517_c1_g1_i8:2-1753(+)	A2XCS4	Viridiplantae	GO:0035194	posttranscriptional gene silencing by RNA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122517_c1_g1_i8:2-1753(+)	A2XCS4	Viridiplantae	GO:0009616	virus induced gene silencing
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122518_c0_g1_i1:95-4321(+)	A0A1U8B425	Viridiplantae	GO:0006139	nucleobase-containing compound metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122530_c0_g2_i1:554-1624(-)	U5CMI3	Viridiplantae	GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122533_c0_g1_i2:207-1124(-)	A9NP43	Viridiplantae	GO:0010020	chloroplast fission
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122533_c0_g1_i5:207-1121(-)	A9NP43	Viridiplantae	GO:0010020	chloroplast fission
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122549_c5_g12_i1:3-386(-)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122549_c5_g4_i1:3-308(-)	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122551_c0_g2_i1:1-315(+)	C0PTN5	Viridiplantae	GO:0006511	ubiquitin-dependent protein catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122572_c2_g1_i2:2-412(+)	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122572_c2_g1_i6:3-320(+)	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122572_c2_g6_i2:1-393(+)	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122580_c0_g1_i2:204-833(+)	A0A2P2LXW4	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122580_c0_g1_i3:674-1999(+)	A0A0D6QZZ2	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122583_c1_g1_i2:133-615(-)	B8LRW3	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122583_c1_g1_i3:696-1400(-)	F1C905	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122583_c1_g3_i1:3-305(-)	B8LRW3	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122583_c1_g4_i1:3-302(-)	B8LR54	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122586_c0_g4_i2:3-1391(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122594_c0_g1_i2:297-815(+)	A0A2K1JQD6	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122599_c4_g8_i1:3-371(-)	A0A0K0M7D2	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122603_c0_g1_i1:315-3392(+)	A0A0C9S6A4	Viridiplantae	GO:0031047	gene silencing by RNA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122606_c2_g2_i7:1-681(-)	I0Z8A4	Viridiplantae	GO:0009765	photosynthesis, light harvesting
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122606_c2_g2_i7:1-681(-)	I0Z8A4	Viridiplantae	GO:0018298	protein-chromophore linkage
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122611_c2_g1_i2:2-409(+)	A0A0D1YE94	Fungi	GO:0007264	small GTPase mediated signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c0_g1_i1:1-315(-)	I6R590	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c0_g1_i1:1-315(-)	I6R590	Viridiplantae	GO:0030244	cellulose biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c10_g1_i1:1002-2579(-)	A0A411JJN2	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c10_g1_i1:1002-2579(-)	A0A411JJN2	Viridiplantae	GO:0030244	cellulose biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c11_g1_i1:1-702(-)	Q4VWW7	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c11_g1_i1:1-702(-)	Q4VWW7	Viridiplantae	GO:0030244	cellulose biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c12_g2_i2:493-1569(-)	A0A0C9S6G9	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c12_g2_i2:493-1569(-)	A0A0C9S6G9	Viridiplantae	GO:0030244	cellulose biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c13_g1_i1:1-1218(-)	Q4VWW6	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c13_g1_i1:1-1218(-)	Q4VWW6	Viridiplantae	GO:0030244	cellulose biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c15_g1_i1:1-438(-)	A0A438EL57	Viridiplantae	GO:0030244	cellulose biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c17_g1_i1:1-366(-)	Q9FV95	Viridiplantae	GO:0030244	cellulose biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c19_g1_i1:2-517(+)	A0A446LWZ1	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c19_g1_i1:2-517(+)	A0A446LWZ1	Viridiplantae	GO:0030244	cellulose biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c1_g1_i1:2-1786(+)	A0A411JJN2	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c1_g1_i1:2-1786(+)	A0A411JJN2	Viridiplantae	GO:0030244	cellulose biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c2_g1_i1:1-333(-)	A0A2I0HVK4	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c2_g1_i1:1-333(-)	A0A2I0HVK4	Viridiplantae	GO:0030244	cellulose biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c3_g1_i1:1-393(-)	Q4VWW7	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c3_g1_i1:1-393(-)	Q4VWW7	Viridiplantae	GO:0030244	cellulose biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c8_g1_i1:2-1429(-)	A0A411JJN2	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c8_g1_i1:2-1429(-)	A0A411JJN2	Viridiplantae	GO:0030244	cellulose biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c9_g1_i1:663-1316(+)	A0A411JJN2	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c9_g1_i1:663-1316(+)	A0A411JJN2	Viridiplantae	GO:0030244	cellulose biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122634_c6_g1_i1:2-346(+)	D5A9S3	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122634_c6_g2_i2:2-616(+)	D5A9S3	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122634_c6_g2_i7:2-427(+)	D5A9S3	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122634_c6_g2_i8:2-334(+)	D5A9S3	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122634_c6_g3_i1:3-410(+)	A0A0K0M718	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122634_c6_g5_i1:1-318(+)	A0A0K0M718	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122634_c6_g9_i1:2-358(+)	D5A9S3	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122643_c0_g1_i3:292-753(+)	B8LLI4	Viridiplantae	GO:0032875	regulation of DNA endoreduplication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122646_c2_g3_i1:3-845(+)	Q8L8I7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122646_c2_g3_i2:2-556(+)	Q8L8I7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122647_c9_g3_i1:259-2946(-)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122647_c9_g3_i2:285-2972(-)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122648_c8_g1_i8:2-427(-)	A0A074XW65	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122680_c1_g1_i2:335-1402(-)	A0A317SQI0	Fungi	GO:0006542	glutamine biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122686_c0_g1_i1:266-2656(+)	A0A3Q7J6M4	Viridiplantae	GO:0032147	activation of protein kinase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122686_c0_g1_i1:266-2656(+)	A0A3Q7J6M4	Viridiplantae	GO:0060236	regulation of mitotic spindle organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122686_c0_g1_i2:266-2728(+)	A0A176WBV7	Viridiplantae	GO:0032147	activation of protein kinase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122686_c0_g1_i2:266-2728(+)	A0A176WBV7	Viridiplantae	GO:0060236	regulation of mitotic spindle organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122686_c0_g1_i3:266-2743(+)	A0A176WBV7	Viridiplantae	GO:0032147	activation of protein kinase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122686_c0_g1_i3:266-2743(+)	A0A176WBV7	Viridiplantae	GO:0060236	regulation of mitotic spindle organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122693_c8_g1_i1:2-739(-)	A0A074XS59	Fungi	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122693_c8_g1_i1:2-739(-)	A0A074XS59	Fungi	GO:0001300	chronological cell aging
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122693_c8_g1_i1:2-739(-)	A0A074XS59	Fungi	GO:0006108	malate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122693_c8_g1_i1:2-739(-)	A0A074XS59	Fungi	GO:0001302	replicative cell aging
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122693_c8_g1_i1:2-739(-)	A0A074XS59	Fungi	GO:0006099	tricarboxylic acid cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122703_c4_g1_i5:3-335(+)	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122704_c1_g1_i2:3-377(-)	A0A0C9RV38	Viridiplantae	GO:0006571	tyrosine biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122734_c0_g4_i4:213-836(+)	A0A4S8IHU8	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122734_c0_g4_i5:3-779(+)	A0A0D6R077	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122738_c0_g4_i2:247-888(-)	A0A0C9QY08	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122742_c5_g10_i1:1-303(-)	A9NQ25	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122742_c5_g12_i1:2-361(-)	A9NQ25	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122742_c5_g13_i1:346-744(-)	A9NQ25	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122742_c5_g21_i1:2-460(-)	A9NQ25	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122742_c5_g3_i1:3-383(-)	A9NQ25	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122742_c5_g6_i1:3-368(-)	A9NQ25	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122742_c5_g7_i1:2-319(-)	A9NQ25	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122742_c5_g8_i1:105-404(-)	A9NQ25	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122744_c0_g1_i5:261-1604(-)	A0A443PDA5	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122749_c0_g1_i1:675-6965(+)	W1NES6	Viridiplantae	GO:0007018	microtubule-based movement
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122751_c6_g1_i2:169-1212(-)	A0A072PGA9	Fungi	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122751_c6_g1_i2:169-1212(-)	A0A072PGA9	Fungi	GO:0001300	chronological cell aging
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122751_c6_g1_i2:169-1212(-)	A0A072PGA9	Fungi	GO:0006108	malate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122751_c6_g1_i2:169-1212(-)	A0A072PGA9	Fungi	GO:0001302	replicative cell aging
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122751_c6_g1_i2:169-1212(-)	A0A072PGA9	Fungi	GO:0006099	tricarboxylic acid cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122761_c0_g1_i1:340-2430(+)	D5A868	Viridiplantae	GO:0007062	sister chromatid cohesion
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122768_c1_g1_i1:197-1876(-)	Q8VWV9	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122768_c1_g1_i2:427-1047(-)	A0A445BEJ6	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122768_c1_g1_i6:197-817(-)	A0A445BEJ6	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122768_c1_g1_i8:197-1276(-)	A0A2G2X9L2	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122775_c0_g2_i1:475-1665(-)	B8LLI0	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122776_c2_g2_i1:131-1546(-)	A0A4S9TWA2	Fungi	GO:0048017	inositol lipid-mediated signaling
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122776_c2_g2_i1:131-1546(-)	A0A4S9TWA2	Fungi	GO:0016042	lipid catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122776_c2_g2_i1:131-1546(-)	A0A4S9TWA2	Fungi	GO:0006654	phosphatidic acid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g2_i4:2-436(-)	A0A2K3P7C6	Viridiplantae	GO:0007267	cell-cell signaling
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g2_i4:2-436(-)	A0A2K3P7C6	Viridiplantae	GO:0071230	cellular response to amino acid stimulus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g2_i4:2-436(-)	A0A2K3P7C6	Viridiplantae	GO:0050832	defense response to fungus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g2_i4:2-436(-)	A0A2K3P7C6	Viridiplantae	GO:0009630	gravitropism
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g2_i4:2-436(-)	A0A2K3P7C6	Viridiplantae	GO:0009864	induced systemic resistance, jasmonic acid mediated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g2_i4:2-436(-)	A0A2K3P7C6	Viridiplantae	GO:0009611	response to wounding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g3_i3:205-1005(-)	A0A2K3P7C6	Viridiplantae	GO:0007267	cell-cell signaling
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g3_i3:205-1005(-)	A0A2K3P7C6	Viridiplantae	GO:0071230	cellular response to amino acid stimulus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g3_i3:205-1005(-)	A0A2K3P7C6	Viridiplantae	GO:0050832	defense response to fungus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g3_i3:205-1005(-)	A0A2K3P7C6	Viridiplantae	GO:0009630	gravitropism
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g3_i3:205-1005(-)	A0A2K3P7C6	Viridiplantae	GO:0009864	induced systemic resistance, jasmonic acid mediated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g3_i3:205-1005(-)	A0A2K3P7C6	Viridiplantae	GO:0009611	response to wounding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122800_c1_g4_i2:70-1734(+)	B8LK97	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122802_c0_g1_i3:228-1160(+)	W2RU86	Fungi	GO:0042183	formate catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122802_c0_g1_i4:228-1022(+)	A0A0D6QST7	Viridiplantae	GO:0042183	formate catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122802_c1_g3_i1:211-609(-)	A0A074XWE6	Fungi	GO:0042183	formate catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122802_c2_g1_i1:297-623(-)	A0A0D1WPM7	Fungi	GO:0042183	formate catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122820_c3_g1_i1:1-1380(+)	A0A0D1ZUP5	Fungi	GO:0006457	protein folding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122824_c0_g8_i1:3-413(+)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122824_c0_g8_i2:2-358(+)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122824_c0_g9_i1:2-316(+)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122829_c1_g1_i1:2-463(-)	I0YL40	Viridiplantae	GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122844_c2_g12_i1:3-881(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122844_c2_g12_i3:3-803(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122844_c2_g12_i4:3-881(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122844_c2_g7_i1:3-299(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122852_c1_g11_i13:91-1143(-)	A9NVM4	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122852_c1_g11_i4:230-1282(-)	A9NVM4	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122852_c1_g11_i5:230-1018(-)	A9NVM4	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122865_c0_g1_i1:432-3122(-)	A0A4S9A8U3	Fungi	GO:0009058	biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122869_c1_g2_i1:3-1205(+)	A0A1S6WNF2	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122869_c1_g2_i2:3-1205(+)	A0A1S6WNF2	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122869_c1_g2_i4:3-1025(+)	A0A1S6WNF3	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122875_c3_g5_i1:168-857(-)	A0A2C9TZP5	Viridiplantae	GO:0007018	microtubule-based movement
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122886_c1_g4_i1:1-876(+)	A0A1B4Z377	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122886_c1_g4_i2:1-948(+)	A0A1B4Z377	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122891_c1_g1_i10:155-1057(-)	A0A438E5Q5	Viridiplantae	GO:0030245	cellulose catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122891_c1_g1_i11:1295-1924(-)	A0A2P5ATM4	Viridiplantae	GO:0030245	cellulose catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122905_c1_g1_i2:3-962(-)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122908_c0_g7_i1:3-341(+)	D5AEH6	Viridiplantae	GO:0006397	mRNA processing
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122921_c1_g1_i1:530-2182(-)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122925_c1_g1_i1:3-2486(+)	A0A0D6QT17	Viridiplantae	GO:0048544	recognition of pollen
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122932_c0_g3_i2:303-1244(-)	D5A8T3	Viridiplantae	GO:0042823	pyridoxal phosphate biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122932_c0_g3_i4:302-1243(-)	D5A8T3	Viridiplantae	GO:0042823	pyridoxal phosphate biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122944_c1_g2_i10:1491-2045(-)	W1NG60	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122944_c1_g2_i11:471-1931(-)	A0A0D6QYQ9	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122944_c1_g2_i15:365-1675(-)	A0A0D6QYQ9	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122944_c1_g2_i6:904-1917(-)	A0A0D6QYQ9	Viridiplantae	GO:0055085	transmembrane transport
