cds	set	UniProtKB.AC	Taxonomy	GOID	TERM
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123151_c0_g1_i5:892-3021(-)	4	A0A0K0M748	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123151_c0_g1_i5:892-3021(-)	4	A0A0K0M748	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123156_c1_g1_i1:281-2707(+)	4	A0A176VQ26	Viridiplantae	GO:0007018	microtubule-based movement
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123156_c1_g1_i3:281-2653(+)	4	A0A2R6X8D3	Viridiplantae	GO:0007018	microtubule-based movement
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123180_c2_g5_i1:3-1103(-)	2	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123182_c1_g1_i1:1-324(-)	3	A0A0D6R6A4	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123182_c3_g1_i1:414-1097(+)	3	A0A0D6R6A4	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123182_c3_g1_i2:3-500(+)	3	A0A0C9S227	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123182_c3_g1_i3:580-2322(+)	3	A0A0D6R6A4	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123183_c0_g2_i2:456-2726(-)	4	Q9FQM1	Viridiplantae	GO:0016104	triterpenoid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123183_c0_g2_i5:227-1981(-)	4	Q9FQM1	Viridiplantae	GO:0016104	triterpenoid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123183_c0_g2_i6:456-2726(-)	7	Q9FQM1	Viridiplantae	GO:0016104	triterpenoid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123207_c2_g2_i4:388-2574(-)	3	B8LP88	Viridiplantae	GO:0030244	cellulose biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123207_c2_g2_i9:731-1090(-)	3	B8LP88	Viridiplantae	GO:0030244	cellulose biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123217_c0_g13_i1:3-416(+)	3	D5ADF3	Viridiplantae	GO:0035435	phosphate ion transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123217_c0_g16_i1:95-616(+)	3	D5ADF3	Viridiplantae	GO:0035435	phosphate ion transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123217_c0_g16_i2:2-427(+)	3	D5ADF3	Viridiplantae	GO:0035435	phosphate ion transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123217_c0_g2_i1:3-422(+)	3	D5ADF3	Viridiplantae	GO:0035435	phosphate ion transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123240_c0_g2_i3:123-1691(+)	4	A0A0C9S9U9	Viridiplantae	GO:0045017	glycerolipid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123245_c3_g10_i1:3-371(-)	1	C0PJB4	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123245_c3_g16_i4:3-383(-)	4	B8LQH9	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123245_c3_g5_i1:3-371(-)	2	C0PJB4	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123245_c3_g6_i1:3-323(-)	1	A0A022Q4U7	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123245_c3_g8_i1:3-353(-)	4	H9M9H8	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123245_c3_g9_i1:59-637(-)	4	B8LQ36	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123245_c3_g9_i2:59-520(-)	1	I3T2X4	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123245_c3_g9_i4:59-517(-)	1	B8LQ36	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123245_c3_g9_i5:22-480(-)	4	B8LQ36	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123245_c3_g9_i9:3-413(-)	4	B8LQ36	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123262_c2_g2_i2:267-1967(+)	2	A0A1S6YCR5	Viridiplantae	GO:0006857	oligopeptide transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123262_c2_g2_i6:267-1982(+)	1	A0A1S6YCR5	Viridiplantae	GO:0006857	oligopeptide transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123263_c3_g1_i1:3-902(+)	1	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123263_c3_g1_i2:3-899(+)	2	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123263_c3_g6_i4:3-395(+)	2	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123263_c3_g7_i1:2-406(+)	2	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123263_c3_g7_i5:2-472(+)	2	E9NZS7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123281_c2_g6_i1:3-488(-)	1	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123281_c2_g6_i2:3-548(-)	1	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123281_c2_g6_i4:2-706(-)	1	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123315_c1_g1_i2:2-787(+)	2	B8LQ96	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123315_c1_g1_i3:1-606(+)	4	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123315_c2_g2_i1:2-694(+)	8	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123315_c2_g2_i6:2-595(+)	1	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123315_c2_g2_i7:2-442(+)	1	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123319_c0_g1_i4:203-2572(+)	4	A0A1U8B6I9	Viridiplantae	GO:0007018	microtubule-based movement
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123330_c0_g1_i1:2-997(-)	1	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123330_c0_g1_i7:1-1080(-)	1	E9NZS7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123336_c0_g3_i1:3-377(-)	2	A0A392RKT1	Viridiplantae	GO:0006457	protein folding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123345_c0_g1_i2:1278-4811(+)	2	U5CYP6	Viridiplantae	GO:0006468	protein phosphorylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123350_c4_g6_i1:3-425(-)	2	A0A0G7ZNX1	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123360_c0_g1_i1:206-778(-)	8	D5A8B7	Viridiplantae	GO:0006334	nucleosome assembly
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123360_c0_g1_i2:206-1090(-)	4	D5A8B7	Viridiplantae	GO:0006334	nucleosome assembly
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123373_c0_g1_i1:1-3270(+)	4	F6HC91	Viridiplantae	GO:0051754	meiotic sister chromatid cohesion, centromeric
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123373_c0_g1_i1:1-3270(+)	4	F6HC91	Viridiplantae	GO:0007094	mitotic spindle assembly checkpoint
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123374_c0_g1_i1:469-3690(-)	4	A0A2K1L1F7	Viridiplantae	GO:0008104	protein localization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123374_c0_g1_i1:469-3690(-)	4	A0A2K1L1F7	Viridiplantae	GO:0015031	protein transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123377_c0_g1_i1:941-2992(+)	4	A0A0C9S8J3	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123377_c0_g1_i2:941-2950(+)	2	A0A0C9S8J3	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123378_c0_g1_i1:2928-4898(+)	1	W1NN18	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123394_c0_g1_i4:229-1290(-)	3	A0A1L9N3T6	Fungi	GO:0019310	inositol catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123408_c1_g1_i1:97-1140(-)	3	A9NST7	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123408_c1_g1_i1:97-1140(-)	3	A9NST7	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123408_c1_g1_i2:206-1249(-)	3	A9NST7	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123408_c1_g1_i2:206-1249(-)	3	A9NST7	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123413_c2_g1_i3:486-1118(+)	1	B8LQS4	Viridiplantae	GO:0019538	protein metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123416_c5_g7_i1:279-989(-)	3	A0A0D1ZUQ9	Fungi	GO:0000027	ribosomal large subunit assembly
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123416_c5_g7_i1:279-989(-)	3	A0A0D1ZUQ9	Fungi	GO:0006415	translational termination
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123424_c3_g1_i1:1-621(+)	1	A0A0D6QRX4	Viridiplantae	GO:0048544	recognition of pollen
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123424_c3_g1_i2:1-621(+)	3	A0A0D6QRX4	Viridiplantae	GO:0048544	recognition of pollen
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123433_c2_g4_i2:357-1310(+)	3	A0A0C9RGR2	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123439_c0_g2_i6:2-2281(+)	1	E9NZS7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123441_c2_g3_i4:290-787(-)	3	A2IA39	Viridiplantae	GO:0009058	biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123441_c2_g3_i5:37-450(-)	3	A2IA39	Viridiplantae	GO:0009058	biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123441_c2_g9_i3:3-503(-)	3	A2IA38	Viridiplantae	GO:0009058	biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123463_c2_g2_i1:937-1587(+)	4	A0A2R6W0P2	Viridiplantae	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123466_c0_g1_i1:1-3429(+)	2	A0A2R6WLU8	Viridiplantae	GO:0006139	nucleobase-containing compound metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123466_c0_g1_i1:1-3429(+)	2	A0A2R6WLU8	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123466_c0_g1_i2:1-1959(+)	2	A0A2R6WLU8	Viridiplantae	GO:0006139	nucleobase-containing compound metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123466_c0_g1_i2:1-1959(+)	2	A0A2R6WLU8	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123466_c0_g1_i3:1-3435(+)	1	A0A2R6WLU8	Viridiplantae	GO:0006139	nucleobase-containing compound metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123466_c0_g1_i3:1-3435(+)	1	A0A2R6WLU8	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123477_c1_g3_i1:2-352(+)	7	Q8L8I7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123477_c1_g3_i2:387-995(+)	1	Q8L8I7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123477_c4_g1_i1:2-757(+)	1	Q8L8I7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123477_c4_g1_i4:2-757(+)	2	Q8L8I7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123477_c4_g2_i1:3-482(+)	2	Q8L8I7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123486_c0_g1_i3:827-4600(-)	2	U5D610	Viridiplantae	GO:0006298	mismatch repair
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123486_c0_g1_i3:827-4600(-)	2	U5D610	Viridiplantae	GO:0032042	mitochondrial DNA metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123486_c0_g1_i3:827-4600(-)	2	U5D610	Viridiplantae	GO:0009408	response to heat
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123515_c0_g1_i1:499-3807(-)	4	U5D7X8	Viridiplantae	GO:0007018	microtubule-based movement
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123515_c0_g1_i2:591-3899(-)	1	U5D7X8	Viridiplantae	GO:0007018	microtubule-based movement
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123538_c0_g1_i1:466-1884(-)	1	B8LKR6	Viridiplantae	GO:0007015	actin filament organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123538_c0_g1_i1:466-1884(-)	1	B8LKR6	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123538_c0_g1_i2:466-1911(-)	3	B8LKR6	Viridiplantae	GO:0007015	actin filament organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123538_c0_g1_i2:466-1911(-)	3	B8LKR6	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123538_c0_g1_i3:268-720(-)	3	B8LKR6	Viridiplantae	GO:0007015	actin filament organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123538_c0_g1_i3:268-720(-)	3	B8LKR6	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123538_c0_g1_i5:487-1365(-)	3	B8LKR6	Viridiplantae	GO:0007015	actin filament organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123538_c0_g1_i5:487-1365(-)	3	B8LKR6	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123560_c0_g1_i4:107-1588(-)	4	D5AE65	Viridiplantae	GO:0045017	glycerolipid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123560_c0_g1_i6:107-1402(-)	1	D5AE65	Viridiplantae	GO:0045017	glycerolipid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123570_c3_g6_i1:2-430(-)	1	A9NUS9	Viridiplantae	GO:0030154	cell differentiation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123570_c3_g6_i1:2-430(-)	1	A9NUS9	Viridiplantae	GO:0007275	multicellular organism development
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123590_c2_g4_i6:2-382(+)	3	B8LKE3	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123590_c2_g4_i7:1-765(+)	3	B8LKE3	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123590_c2_g4_i8:1-825(+)	2	B8LKE3	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123609_c0_g1_i3:441-1931(-)	2	W1NQX4	Viridiplantae	GO:0006486	protein glycosylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123612_c0_g1_i3:1-828(+)	4	B9RI95	Viridiplantae	GO:0006468	protein phosphorylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123614_c0_g1_i1:19-4791(+)	4	A0A1U8AR34	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123615_c1_g16_i4:1044-2582(-)	1	B8LNC6	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123615_c1_g17_i1:3-329(-)	1	B8LNC6	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123615_c1_g5_i1:2-400(-)	1	B8LNC6	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123638_c1_g2_i2:172-693(-)	2	A9NPW7	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123638_c1_g4_i2:148-648(-)	3	A9NPW7	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123638_c1_g4_i4:148-531(-)	2	A0A1L6Z976	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123638_c1_g4_i5:433-1368(-)	3	A0A0C9RYA0	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123638_c1_g4_i7:3-338(-)	3	B7FGD2	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123639_c1_g2_i1:1-3123(+)	8	D5A7X2	Viridiplantae	GO:0006281	DNA repair
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123639_c1_g2_i2:1-3111(+)	1	D5A7X2	Viridiplantae	GO:0006281	DNA repair
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123645_c6_g2_i1:264-1067(+)	1	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123645_c6_g2_i9:264-1067(+)	2	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123646_c6_g1_i1:165-464(+)	4	A9NQJ0	Viridiplantae	GO:0030001	metal ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123646_c6_g2_i5:390-818(+)	1	A9NQJ0	Viridiplantae	GO:0030001	metal ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123646_c6_g3_i2:240-539(+)	4	A9NQJ0	Viridiplantae	GO:0030001	metal ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123650_c2_g2_i1:3-1535(+)	1	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123653_c0_g1_i5:333-1454(+)	2	D5AB23	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123680_c0_g1_i1:581-4912(+)	1	A0A2H3YM06	Viridiplantae	GO:0036297	interstrand cross-link repair
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123680_c0_g1_i1:581-4912(+)	1	A0A2H3YM06	Viridiplantae	GO:0043570	maintenance of DNA repeat elements
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123680_c0_g1_i1:581-4912(+)	1	A0A2H3YM06	Viridiplantae	GO:0000710	meiotic mismatch repair
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123680_c0_g1_i1:581-4912(+)	1	A0A2H3YM06	Viridiplantae	GO:0006298	mismatch repair
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123680_c0_g1_i1:581-4912(+)	1	A0A2H3YM06	Viridiplantae	GO:0045910	negative regulation of DNA recombination
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123680_c0_g1_i1:581-4912(+)	1	A0A2H3YM06	Viridiplantae	GO:0006290	pyrimidine dimer repair
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123685_c3_g1_i1:506-2335(-)	4	A0A199W5H6	Viridiplantae	GO:0006310	DNA recombination
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123685_c3_g1_i1:506-2335(-)	4	A0A199W5H6	Viridiplantae	GO:0006281	DNA repair
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123685_c3_g1_i1:506-2335(-)	4	A0A199W5H6	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123686_c0_g1_i1:145-1410(+)	2	A0A2R6W9H9	Viridiplantae	GO:0016042	lipid catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123702_c8_g2_i4:181-879(-)	2	B8LLN9	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123710_c2_g2_i1:281-1819(-)	4	B8LRT2	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123710_c2_g2_i3:55-597(-)	4	B8LRT2	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123710_c2_g2_i6:247-1281(-)	4	B8LRT2	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123710_c2_g2_i9:269-1420(-)	4	B8LRT2	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123712_c0_g1_i1:301-4182(-)	4	A0A3Q7J373	Viridiplantae	GO:0007018	microtubule-based movement
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123719_c0_g2_i4:815-2440(-)	2	A0A1U8BNX4	Viridiplantae	GO:0051301	cell division
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123719_c0_g2_i4:815-2440(-)	2	A0A1U8BNX4	Viridiplantae	GO:1904668	positive regulation of ubiquitin protein ligase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123739_c0_g2_i1:580-3015(+)	4	W1NN29	Viridiplantae	GO:0006468	protein phosphorylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123742_c0_g1_i1:654-4322(-)	1	A0A3S3PRV0	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123742_c0_g1_i1:654-4322(-)	1	A0A3S3PRV0	Viridiplantae	GO:0033314	mitotic DNA replication checkpoint
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123742_c0_g1_i1:654-4322(-)	1	A0A3S3PRV0	Viridiplantae	GO:0010212	response to ionizing radiation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123742_c0_g1_i3:654-4334(-)	4	A0A3S3PRV0	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123742_c0_g1_i3:654-4334(-)	4	A0A3S3PRV0	Viridiplantae	GO:0033314	mitotic DNA replication checkpoint
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123742_c0_g1_i3:654-4334(-)	4	A0A3S3PRV0	Viridiplantae	GO:0010212	response to ionizing radiation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123752_c0_g1_i6:1-2457(+)	1	A0A2P5HQY5	Fungi	GO:0006511	ubiquitin-dependent protein catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123756_c0_g8_i3:3-497(+)	8	Q8L8I7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123760_c0_g1_i1:241-2706(-)	3	H6C6K5	Fungi	GO:0051301	cell division
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123760_c0_g1_i1:241-2706(-)	3	H6C6K5	Fungi	GO:0061166	establishment of endoplasmic reticulum localization involved in endoplasmic reticulum polarization at cell division site
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123760_c0_g1_i1:241-2706(-)	3	H6C6K5	Fungi	GO:0051306	mitotic sister chromatid separation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123760_c0_g1_i1:241-2706(-)	3	H6C6K5	Fungi	GO:0051228	mitotic spindle disassembly
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123760_c0_g1_i1:241-2706(-)	3	H6C6K5	Fungi	GO:0034067	protein localization to Golgi apparatus
